Run,Question,Correct,Latency
1,0,1,1.4725570678710938
1,1,1,0.5361170768737793
1,2,1,0.555305004119873
1,3,1,0.5787091255187988
1,4,1,0.7640047073364258
1,5,1,0.5057628154754639
1,6,1,0.48148512840270996
1,7,1,0.5384271144866943
1,8,1,0.5800137519836426
1,9,1,0.5922551155090332
1,10,1,3.735985040664673
1,11,0,0.37796616554260254
1,12,1,0.4855799674987793
1,13,0,0.4150540828704834
1,14,1,0.6842470169067383
1,15,1,0.5234370231628418
1,16,1,0.6281187534332275
1,17,0,0.5318129062652588
1,18,1,0.529102087020874
1,19,1,0.553429126739502
1,20,1,0.8126838207244873
1,21,1,0.5995182991027832
1,22,1,0.344357967376709
1,23,1,0.7642219066619873
1,24,1,0.9280931949615479
1,25,1,0.40578413009643555
1,26,1,0.794550895690918
1,27,1,0.7046022415161133
1,28,1,0.6238110065460205
1,29,1,0.55859375
1,30,1,0.4531080722808838
1,31,1,0.494952917098999
1,32,0,0.6334710121154785
1,33,1,0.46641111373901367
1,34,1,0.4370129108428955
1,35,1,0.5794658660888672
1,36,1,0.5384161472320557
1,37,1,4.093944072723389
1,38,1,1.6332449913024902
1,39,1,0.3928968906402588
1,40,1,0.6935551166534424
1,41,1,0.5057370662689209
1,42,1,0.5157070159912109
1,43,1,0.46557021141052246
1,44,1,0.6489479541778564
1,45,1,0.4366018772125244
1,46,1,0.43286800384521484
